date,channel,impressions,clicks,spend,conversions,revenue
2024-12-17,Display,224004,887,448.51,12,696.62
2024-10-19,Paid Search,72768,2223,2906.76,84,5911.62
2024-05-30,Paid Social,106708,1396,969.43,37,2367.65
2023-12-30,Display,233057,882,439.84,10,637.98
2024-03-29,Email,18155,507,30.65,27,2065.04
2023-11-18,Email,17599,443,29.92,21,1724.7
2023-07-21,Paid Search,52180,1953,2274.36,88,7129.03
2023-07-05,Display,115602,443,315.91,7,414.13
2024-01-05,Video,38816,335,288.04,5,374.76
2024-06-07,Email,16823,409,23.47,19,1861.75
2024-11-21,Paid Social,136529,1708,1229.04,37,2543.85
2023-07-01,Email,13835,401,24.35,21,1814.46
2023-12-15,Video,85884,845,770.59,19,1278.05
2023-01-20,Video,31587,251,287.86,4,264.17
2024-11-25,Video,67448,602,1038.18,18,1098.34
2024-08-16,Paid Search,47678,1921,2182.87,104,8085.7
2023-08-28,Paid Social,82495,970,799.18,15,952.39
2023-07-22,Paid Search,38887,1572,1812.33,49,3442.75
2023-05-10,Email,17235,430,26.68,27,2278.33
2024-05-27,Display,140810,576,304.1,5,314.96
2023-08-08,Video,44452,317,313.76,5,327.86
2024-05-19,Email,17125,477,25.74,27,2276.81
2023-06-28,Video,43769,386,350.67,6,440.95
2024-12-25,Display,246565,1061,498.31,9,526.42
2024-06-02,Display,129618,532,289.92,6,344.64
2024-02-14,Email,17757,429,26.3,18,1646.54
2024-04-01,Paid Social,89356,959,713.62,20,1381.92
2023-12-18,Paid Search,94447,3922,5642.54,134,10525.86
2023-10-21,Display,131743,561,255.81,6,352.79
2023-05-14,Display,141973,675,321.38,8,487.26
2023-02-12,PaidSearch,48765,1495,,56,4227.19
2024-12-14,Display,235619,895,507.84,10,515.59
2024-06-26,Paid Social,96185,1370,884.97,24,1832.67
2024-07-28,Paid Search,40543,1326,1460.24,40,3156.71
2024-04-03,Display,148631,635,339.47,6,382.9
2023-08-04,Email,14538,353,21.33,18,1655.05
2023-05-06,Paid Social,124998,1164,868.5,22,1372.51
2024-09-09,Display,150169,629,324.17,6,376.78
2024-08-08,Display,125646,512,281.95,6,375.04
2023-12-13,Display,224855,1017,463.67,9,527.12
2023-04-28,Email,15993,441,26.46,18,1653.01
2024-03-12,Display,157247,628,352.67,8,392.04
2024-01-20,Display,133298,540,316.2,4,243.15
2023-05-25,Paid Social,72820,751,520.16,14,
2023-04-14,Paid Search,57834,2164,2457.66,99,9088.11
2023-09-02,Video,59272,489,405.55,8,507.01
2024-08-27,Paid Search,50028,2035,2521.8,73,5597.79
2024-07-31,Email,17373,413,24.82,18,1708.44
2024-05-17,Paid Social,113368,1455,822.82,29,2321.58
2024-11-21,Video,77606,630,541.41,9,588.32
2024-12-03,Paid Social,176329,2261,1604.01,37,2876.64
2024-01-20,Paid Search,39576,1535,1579.54,73,5662.71
2023-06-12,Paid Social,95004,1139,777.46,33,1976.72
2023-02-26,Paid Search,46504,1367,1766.74,59,4118.33
2024-12-12,Paid Search,94501,3238,4015.08,141,10125.72
2023-12-22,Paid Search,90872,2780,3392.7,94,8486.56
2024-01-16,Display,119720,448,240.02,5,251.81
2023-10-15,Paid Social,123135,1550,974.69,31,2120.27
2023-10-03,Email,19098,552,35.06,26,1883.97
2023-11-04,Paid Search,60050,2265,2374.79,79,7170.95
2023-03-24,Paid Social,92989,1028,715.31,20,1041.68
2023-02-11,Paid Search,43419,1397,1520.66,49,3696.41
11/03/2024,Display,194105,741,334.52,8,452.56
2024-11-05,paid_social,165257,2256,1604.28,43,2940.24
2023-08-08,Display,135376,547,239.42,6,344.96
2023-06-01,Paid Social,105324,1247,926.61,22,1406.62
2024-11-25,Display,174727,735,782.95,11,706.67
2024-11-29,Paid Search,72726,2313,5155.99,182,16396.07
2024-07-12,Email,16850,487,26.09,19,1709.33
2023-10-11,Email,19741,451,29.05,21,2047.0
2024-08-12,Display,145192,571,335.02,6,322.87
2023-04-29,Video,44232,397,344.64,6,406.43
2023-08-04,Paid Search,52859,2111,3171.55,77,6932.97
2024-10-01,Paid Social,136612,1980,1384.06,33,2056.86
2023-04-15,Display,179601,888,454.13,10,653.4
2024-11-08,Email,26644,673,42.38,28,2563.75
2023-08-17,Email,18459,462,33.14,26,2090.96
2023-02-24,Display,133476,587,309.59,4,259.41
2023-11-01,Display,147069,581,264.68,7,361.64
2023-07-12,Video,53940,425,374.05,6,392.03
2023-11-03,Paid Social,127222,1624,1136.66,33,1932.2
2023-02-18,Display,126908,544,274.93,6,375.22
2024-02-16,Paid Search,58688,1955,2029.71,71,4964.66
2023-12-18,Email,25839,695,42.91,31,3120.93
2024-07-24,Paid Social,104349,1184,835.97,21,1420.42
2024-07-19,Paid Social,90340,1015,691.35,26,1805.69
2024-11-07,Video,81138,581,536.29,10,697.78
2023-03-27,Email,18788,444,27.06,23,1997.58
2024-06-30,Email,14191,332,22.02,19,1517.85
2023-01-28,Paid Social,78049,1093,742.5,24,1345.78
2023-04-08,Email,11249,281,18.06,16,1589.32
2024-08-09,Paid Social,91253,1192,853.66,22,1435.4
2023-03-15,Paid Search,63704,2070,2325.86,85,7214.14
2023-01-26,Paid Search,46538,1885,2056.79,69,4905.72
2024-11-13,Display,221345,994,513.82,9,481.32
2024-01-31,Paid Social,65484,915,513.11,21,1363.82
2024-02-13,Paid Social,117752,1449,982.59,26,1404.99
2024-05-20,Paid Search,69733,2424,2823.64,114,8422.9
2023-04-09,Display,149585,659,325.67,5,253.02
2024-12-05,Display,220673,792,367.78,7,318.37
2024-01-25,Paid Social,101723,1396,1027.95,30,1932.92
2024-02-01,Email,17967,401,23.66,18,1476.64
2024-08-09,Paid Search,52715,2013,2654.36,94,6798.67
2023-12-23,Email,23779,512,28.66,26,2444.89
2024-09-03,Paid Search,57814,1936,2236.66,70,5290.27
2023-12-25,Paid Social,133344,1363,951.51,33,2179.8
2023-03-15,Display,109907,431,204.97,4,215.24
2024-11-08,Paid Social,140419,1890,1113.74,51,3176.97
2023-12-15,Paid Search,83513,3388,4233.75,111,9259.1
2023-06-04,Paid Social,108557,1325,829.86,26,1455.45
2024-09-15,Email,16223,426,25.85,20,2050.72
2023-03-22,Email,13965,345,21.57,17,1597.7
2023-02-21,Social,94724,1448,975.75,24,1247.32
2023-08-25,Email,14823,308,18.92,19,1508.46
2023-07-18,Video,33811,275,238.5,6,438.78
2024-09-21,Paid Search,62698,2386,2837.23,125,9985.98
2024-02-13,Paid Search,61072,2283,3193.53,81,5504.07
2023-06-14,Paid Search,50861,2055,2247.08,60,3884.96
2024-02-02,Email,16270,445,29.17,26,2366.27
2024-05-22,Display,169036,771,379.75,7,405.32
2023-07-07,Display,114086,467,298.48,8,472.74
2023-05-01,Video,49206,401,364.06,6,466.06
2023-12-23,Paid Social,149846,1695,1179.29,36,2455.97
2024-07-06,Email,11670,305,20.79,15,1465.13
2023-12-18,Video,56481,404,417.28,7,507.31
2023-05-10,Video,39464,306,319.48,4,300.55
2023-07-29,Video,46809,386,341.57,4,257.05
2023-10-20,Display,146326,644,,5,245.17
2023-10-22,Paid Search,58574,2294,2749.85,65,4974.2
2023-08-23,Paid Social,79173,908,623.24,22,1183.75
2023-12-27,Display,225385,980,509.08,9,573.07
2023-08-14,Email,18364,558,35.01,30,2514.41
2024-06-12,Paid Search,64797,2248,2496.3,78,7031.28
2024-05-21,Display,150206,586,255.32,6,324.61
2023-01-28,Paid Search,35549,1284,1647.65,69,7202.63
2023-08-06,Video,41022,332,368.21,6,320.85
2023-07-31,Display,120623,456,218.6,5,263.01
2023-10-02,Paid Search,53217,2024,2508.75,64,4979.89
2023-12-08,Paid Social,135961,1654,1350.41,32,2141.57
2023-12-10,Paid Social,177069,2191,1525.67,40,2619.78
2023-05-26,Video,55134,470,462.84,9,602.27
05/25/2024,Video,45662,382,290.32,7,589.0
2024-08-08,Paid Search,64197,2434,2986.2,80,6048.54
2023-04-17,Paid Social,96202,1201,816.34,22,1767.99
2024-12-11,Paid Search,89080,2769,3609.3,86,7359.46
2024-04-06,Email,19394,498,29.93,24,2234.6
2024-06-03,Paid Social,96442,1243,943.12,23,1528.17
2024-12-07,paid_social,193701,2185,1618.91,38,2332.55
2023-04-02,Display,138858,587,261.47,6,345.92
2023-03-27,Paid Social,101148,1323,931.89,25,1800.61
2024-10-31,Email,23102,539,30.85,26,2204.42
2023-06-17,Video,49983,359,306.66,5,369.05
2023-08-15,Paid Social,70830,745,522.0,20,1377.53
2023-10-30,Paid Search,64923,2400,3093.92,71,4680.48
2023-10-05,Email,16812,438,25.41,23,1910.32
2024-09-07,Email,17150,476,26.98,25,2065.86
2023-11-29,Paid Social,141932,1837,1430.25,27,1800.04
2023-05-22,Paid Social,98850,1227,833.87,22,1149.16
2023-09-18,Email,19851,432,23.61,15,1302.38
2024-12-31,Email,25986,670,36.12,33,2742.75
2024-10-30,Video,51574,483,466.81,9,648.66
2023-07-12,Paid Social,100795,913,589.83,28,1930.78
2023-03-01,Paid Search,54210,1954,2276.06,60,4836.05
2023-01-11,Email,12248,277,15.44,17,1485.32
2024-02-07,Email,17324,355,19.25,16,1400.62
2024-05-28,Display,124849,450,190.75,4,269.76
2023-01-24,Paid Search,41813,1498,1800.75,76,318328.45
2023-08-02,Video,46263,399,373.38,7,409.21
2024-11-14,Paid Search,84421,2989,3868.29,122,10759.77
2024-06-21,Video,57703,453,390.81,8,522.01
2024-04-09,Email,19271,530,30.01,33,2706.51
2024-08-17,Display,139990,513,244.7,5,330.17
2023-08-17,Paid Search,63491,1762,1801.55,65,5077.37
2024-05-04,Paid Search,78657,2651,3066.73,119,10074.3
2024-03-25,Email,16763,462,27.66,21,2034.86
2023-04-09,Paid Social,82272,997,818.63,20,1093.12
2024-06-04,Video,55284,456,411.76,7,605.57
2024-01-21,Paid Search,39122,1292,1429.23,59,4951.71
2023-01-16,PaidSearch,48270,1619,1967.6,71,5369.31
2024-08-23,Email,17427,394,24.0,23,2108.68
2024-06-05,Email,18080,461,30.3,30,2918.49
2024-10-19,Paid Social,120096,1177,787.75,25,1647.29
2023-02-06,Email,15680,339,21.69,18,1521.86
2023-05-07,Display,142349,600,318.44,6,343.07
2024-03-03,Email,12903,345,22.83,25,2361.08
2023-10-17,Display,145534,585,322.35,6,324.79
2024-02-24,Paid Social,106454,1320,1010.38,31,1846.66
2024-07-27,Paid Social,118265,1530,1166.89,34,2256.83
2024-05-15,Paid Social,136409,1386,943.08,24,1722.06
2023-11-27,Display,176797,733,655.34,10,700.35
2024-06-22,Paid Social,129360,1608,1104.64,35,2277.03
2023-01-05,Email,16830,435,23.66,28,
2024-05-12,Paid Search,56902,2013,2585.15,99,7720.26
2023-12-19,Paid Search,76077,2463,2810.31,84,5897.81
2024-01-12,Display,112633,370,166.71,4,192.56
2023-01-02,Paid Search,37819,1341,1569.0,54,3867.6
2023-10-13,Paid Search,57414,2182,2818.64,96,8067.56
2023-07-04,Display,126423,501,357.73,7,399.41
2023-02-22,Paid Social,78234,910,604.66,19,1284.78
2023-07-22,Video,42198,333,318.33,4,241.02
2023-11-05,Email,18612,476,28.43,20,1852.68
2023-03-10,Paid Search,40440,1459,1760.92,62,5684.31
2024-02-08,Paid Search,55641,1942,2210.49,85,6953.64
2023-03-08,Paid Social,81658,876,635.17,21,
2024-12-01,Email,23439,599,78.56,62,5857.35
2023-01-18,Email,11329,303,18.49,13,1107.32
2024-07-15,Display,123524,537,258.22,8,483.71
2023-06-27,Paid Search,56026,2221,2574.8,61,4012.55
2023-08-11,Paid Social,89118,969,738.31,15,1144.27
2024-11-08,Display,226462,955,481.97,11,766.88
2024-04-14,Paid Social,118657,1416,1062.14,31,1494.87
2024-06-18,Video,61574,526,514.82,7,470.45
2023-10-22,Display,160872,672,340.28,4,224.61
2023-04-26,Display,112190,422,188.88,3,185.16
2023-02-19,Video,46854,399,427.69,6,389.11
2023-03-05,Email,12779,312,20.21,14,948.35
2023-02-15,Display,123338,674,345.88,6,341.25
2023-02-05,Display,127293,533,287.83,5,285.24
2024-06-22,Paid Search,46743,1476,1762.25,56,5023.96
2024-08-22,Paid Social,105597,1208,790.83,21,1423.98
2024-03-16,Email,17136,419,35.66,22,1912.72
2023-01-27,Display,96686,371,193.46,3,172.11
2024-07-10,Display,115291,455,231.31,4,250.75
2023-10-10,Display,128502,646,333.16,6,382.92
2023-07-27,Email,15697,381,20.82,20,1721.94
2024-12-18,Video,75274,623,565.22,10,899.13
2023-01-10,Email,13728,288,17.74,17,1519.59
2024-02-18,Email,14679,288,20.42,18,1618.77
2024-07-30,Email,16246,479,32.27,26,1887.14
2023-08-06,Paid Social,92298,1095,760.1,22,1403.37
2024-05-25,Paid Search,47343,1639,1899.74,48,3892.53
2024-10-24,Paid Social,122990,1705,1080.64,49,3550.77
2023-02-16,Display,103952,400,193.66,4,201.83
2023-05-19,Video,47713,383,350.31,6,428.89
2024-06-28,Video,49216,404,400.2,7,467.59
2024-08-23,Paid Social,112908,1301,895.13,31,1681.31
2024-08-01,Paid Social,94675,1133,907.77,15,886.02
2023-05-30,Email,19070,446,28.02,21,1803.9
2024-11-16,Email,24609,659,33.97,25,2024.76
2023-12-30,Email,24818,613,35.64,28,2398.72
2024-04-03,Video,44250,382,320.15,7,531.4
2023-04-04,Video,35820,296,257.76,5,358.42
2024-05-26,Email,13333,337,21.1,17,1423.21
2024-10-25,Paid Search,79585,2741,3117.54,130,10955.89
2024-07-27,Paid Search,43485,1602,2172.59,65,5368.59
2024-09-21,Video,73772,626,617.53,9,651.29
2023-07-18,Email,13582,388,22.49,27,2219.4
2024-06-11,Email,19568,486,28.71,29,2826.55
2023-05-24,Email,16043,329,19.19,11,868.46
2024-04-06,Video,59684,449,410.09,10,809.74
2024-12-26,Display,190614,738,354.27,8,565.75
2023-10-02,Video,43830,359,318.38,5,409.81
2024-08-06,Display,145881,585,264.45,5,297.73
2023-10-10,Paid Search,60852,2662,,129,11536.97
2023-09-16,Paid Search,54680,1832,2130.09,53,4241.89
2023-12-16,Display,208979,1019,480.39,10,618.28
2023-12-02,Display,256593,961,401.6,8,415.79
2024-12-22,Email,26530,619,37.52,32,2918.75
2024-12-26,Paid Search,124649,4383,4884.02,211,17529.61
2023-06-24,Display,140315,478,247.13,5,286.39
2024-11-08,Paid Search,88005,3073,3542.83,97,7189.21
2023-08-17,Video,44597,317,285.53,6,531.75
2024-02-26,Paid Social,121240,1540,1027.83,41,2574.0
2024-09-07,Paid Social,137221,1630,1111.18,27,1862.73
2023-02-25,Paid Search,45965,1491,1636.85,71,5685.44
2023-01-15,Email,9442,231,14.82,15,1577.48
2024-11-11,Paid Social,111444,1736,1160.63,43,2802.5
2024-10-26,Video,64192,630,558.52,8,572.63
2023-01-22,Video,43108,332,291.46,6,445.45
2024-07-17,Email,17687,432,25.0,30,2526.6
2024-09-22,Paid Social,116913,1565,1030.96,35,2187.94
2023-06-07,Paid Social,92538,895,624.64,15,984.93
2024-06-13,Email,21449,583,34.18,25,2155.58
2023-12-24,Display,187970,732,398.89,7,404.08
2024-05-25,Display,165385,548,275.78,6,370.89
2024-12-15,Paid Search,95727,3624,4477.03,143,10495.66
2024-01-23,Email,16478,395,25.35,17,1512.4
2023-11-22,Paid Social,103683,1293,1504.55,53,3549.36
2023-04-05,Video,51910,437,389.31,7,545.65
2024-12-26,Email,27462,704,44.39,37,3694.35
2023-01-15,Video,48994,393,320.26,6,432.11
2024-09-09,Paid Search,72550,2261,2523.63,93,7992.42
2023-05-04,Paid Search,48826,1835,2244.98,67,6042.18
2023-04-04,Email,17830,474,27.42,21,1864.66
2023-12-01,Paid Search,86189,2571,3118.73,110,8387.08
2024-07-06,Video,45860,442,402.74,8,577.72
2023-11-01,Paid Search,64236,1708,2011.57,66,4934.06
2023-09-07,Paid Social,76465,924,648.13,19,1524.54
2023-11-12,Email,19394,489,24.41,22,2144.07
2023-03-03,Paid Social,102783,1410,1028.68,26,1650.01
2024-08-04,Paid Search,52068,2043,2455.53,68,5600.46
2023-06-04,Display,124146,450,248.15,4,227.48
2024-04-08,Paid Social,108483,1325,912.79,26,1925.5
2023-12-29,Display,221584,728,345.63,8,418.59
2024-02-22,Display,133875,692,320.36,6,347.39
2024-06-03,Display,121658,484,267.09,4,226.39
2024-02-04,Display,138308,546,269.66,5,254.52
2024-09-11,Paid Social,119433,1413,927.9,31,2002.15
2024-02-14,Paid Search,48537,1815,2266.51,74,5158.9
2024-11-06,Paid Search,77688,2895,3397.26,100,7586.07
2023-10-25,Paid Search,58342,2229,2396.56,94,7464.23
2023-07-14,Paid Social,86601,985,734.31,18,1055.14
2023-01-23,Paid Search,46924,1682,1924.71,54,4242.49
2023-10-01,Video,64406,531,485.08,9,699.4
2023-08-07,Video,41906,368,326.4,5,350.52
2024-12-29,Paid Search,73085,3021,3599.1,110,8348.11
2024-07-30,Paid Social,110165,1176,751.37,23,1448.18
2024-11-02,Paid Search,54312,1786,2055.15,61,4837.45
2023-07-30,Display,114871,446,239.14,4,237.58
2024-04-13,Paid Social,96790,1188,946.17,24,1358.54
2024-03-04,Email,17410,383,26.6,21,1843.94
2024-09-21,Email,15771,331,19.96,18,1594.75
2023-10-21,Paid Search,58071,1787,1923.29,58,3791.02
2024-12-06,Email,32630,806,47.12,40,4546.76
2023-05-07,Paid Search,62249,2811,3265.59,84,6351.7
2023-02-25,Video,43689,305,275.88,4,275.02
2023-11-12,Video,73253,73454,574.03,6,510.94
2023-07-27,Video,39059,314,255.9,4,293.3
2024-11-23,Paid Search,76505,2325,2511.4,76,6226.61
2024-11-17,Paid Search,62230,2506,2926.3,102,7000.64
2023-03-28,Paid Social,88379,977,596.16,18,1261.71
2023-08-05,Paid Search,47686,1644,2042.27,66,5205.15
2023-06-02,Paid_Search,62354,2326,2961.43,102,8231.81
2024-12-29,Video,83963,688,670.89,11,751.17
2024-06-14,Display,145350,566,298.19,7,402.47
2023-12-08,Video,64005,664,613.03,11,756.25
2024-06-30,Display,178056,831,432.61,11,615.66
2024-04-23,PaidSearch,49412,1856,1950.24,78,5567.33
2024-07-05,Paid Social,114012,1378,890.27,26,1440.49
2023-05-23,Display,164924,570,302.53,5,264.24
2024-11-23,Email,19557,515,32.08,28,2861.33
2023-07-24,Display,104513,523,312.77,7,461.23
2023-09-22,Email,19316,535,35.32,33,2826.07
2023-03-23,Paid Social,91076,1216,807.93,22,1456.18
2023-09-08,Paid Search,66686,2716,3057.9,114,8269.82
2023-04-23,Paid Social,121664,1648,1198.51,43,2689.05
2024-10-25,Display,209859,925,456.89,8,515.58
2024-04-11,Email,18553,541,33.7,22,2160.12
2023-08-25,Paid Social,78432,769,496.2,18,1218.19
2024-05-07,Email,16572,462,29.8,24,2035.17
2023-08-30,Paid Social,70841,902,665.97,19,1132.05
2024-03-10,Display,146460,551,274.56,6,333.72
2023-02-12,Video,41216,332,314.25,6,422.77
2023-09-04,paid search,55517,1737,1896.01,70,5641.5
2023-01-11,Video,35125,282,250.27,5,404.76
2024-09-12,Email,17930,414,23.62,19,1669.37
2023-11-20,Video,59355,533,950.63,18,1356.8
2023-10-04,Video,57524,468,437.43,7,438.84
2023-05-21,Video,50591,409,359.27,7,488.69
2024-08-29,Video,49779,408,375.39,6,436.26
2023-11-19,Video,73388,688,605.88,11,864.69
2024-08-14,Video,42041,386,357.6,7,500.98
2023-02-13,Display,139580,533,275.63,6,413.26
2024-09-06,Paid Social,83072,1114,766.59,29,1586.03
2024-12-12,Video,101900,736,653.91,11,783.44
2023-09-02,Paid Social,104074,1372,1005.88,30,1747.06
2024-02-28,Video,58261,454,417.09,9,556.96
2023-07-03,Display,113810,482,302.71,6,351.67
2023-08-06,Display,124042,464,241.44,4,250.58
2024-03-09,Video,55969,476,452.95,7,562.32
2023-05-03,Paid Search,50286,1802,1929.61,77,5540.58
2023-03-14,Display,131415,595,323.21,5,290.77
2023-06-07,Email,15054,336,20.48,15,1246.35
2023-06-10,Email,16785,380,21.49,20,1661.2
2024-09-30,Display,170520,665,315.89,6,372.02
2023-05-19,Paid Social,98822,1084,633.54,23,1574.66
2023-02-19,Email,13129,357,24.71,16,1505.03
2023-10-27,Paid Social,129344,1539,1081.33,38,2638.91
2023-01-26,Paid Social,77135,769,499.09,19,1482.25
2024-06-20,Display,153093,510,244.44,6,326.85
2024-03-01,Paid Social,95548,983,625.92,18,1163.47
2024-10-15,Display,162856,740,385.8,7,410.62
2024-07-07,Video,52417,361,273.54,7,507.95
2023-11-29,Paid Search,100481,3150,3749.08,165,14498.4
2023-05-11,Display,105477,362,213.29,3,200.69
2023-07-14,Video,32716,250,241.28,4,336.64
2023-04-24,Display,145784,560,291.86,5,312.87
2024-02-25,Video,49513,478,428.03,6,473.57
2024-04-17,Paid Search,75346,2387,2784.8,103,10348.83
2023-06-20,Paid Social,108216,1400,904.07,24,1657.38
2023-05-15,Paid Social,89646,1194,867.96,26,1415.68
2024-08-21,Paid Social,95906,1064,750.55,18,990.95
2024-09-03,Paid Social,126444,1457,1035.05,26,1530.47
2023-01-11,Paid Social,71341,841,617.5,16,1011.46
2024-04-04,Email,22688,487,29.93,24,2283.73
2023-10-07,Email,17527,429,25.86,20,1936.68
2024-12-19,Display,228953,1001,469.46,10,622.6
2024-04-10,Email,20240,493,30.67,24,1951.72
2023-10-27,Video,49749,368,339.13,8,608.62
2023-06-16,Display,138779,617,320.5,7,356.97
2024-06-26,Video,58877,447,380.03,7,495.73
2024-02-23,Paid Social,100657,1007,625.14,18,1154.91
2023-02-10,Email,12484,274,16.04,17,1390.9
2023-06-06,Email,19502,440,26.76,18,1685.44
2023-09-14,paid search,68654,1934,1975.43,87,6827.16
2024-09-25,paid search,69478,2228,2544.3,78,5402.29
2023-05-27,Video,48444,414,372.49,6,421.39
2023-01-06,Email,14188,346,20.06,19,1713.38
2023-02-16,Paid Social,80937,880,595.95,17,1027.63
2024-11-15,Video,66942,601,505.61,7,497.03
2024-10-01,Display,186872,762,415.81,9,566.4
2024-07-11,Paid Search,56561,1982,2367.69,73,5443.73
2024-04-07,Email,14272,362,21.73,19,1731.56
2024-06-07,Display,158731,613,339.53,6,352.49
2024-09-18,Display,172366,818,356.27,7,375.11
2023-09-19,Paid Search,44246,1402,1856.8,37,2787.43
2024-10-31,Display,204316,862,502.88,9,538.02
2023-01-08,Email,10752,323,18.98,12,1214.09
2023-02-05,Email,11056,218,13.15,10,790.28
2024-03-03,Display,160783,590,281.98,5,265.42
2023-09-28,Video,48361,385,341.39,5,405.84
2024-09-08,Display,186871,733,383.17,7,428.4
2023-12-17,Email,20079,543,33.01,31,2669.98
2024-02-23,Email,17423,465,25.97,25,2583.84
2023-07-28,Paid Search,44772,1727,2191.51,70,5059.24
2023-11-30,Email,21377,582,35.58,29,2299.98
2024-03-27,Display,140317,455,206.5,5,282.92
2023-05-25,Display,146863,606,316.41,6,378.6
2023-10-17,Paid Social,95459,1345,1023.38,26,1696.19
2023-11-29,Email,22840,570,33.26,24,1826.05
2024-11-03,Paid Social,142863,1987,1446.3,35,2296.6
2023-10-21,Video,53746,422,406.67,5,381.44
2024-09-26,Display,165786,684,338.8,6,315.88
2023-07-29,Paid Search,40773,1352,1694.38,47,3829.95
2023-06-03,Paid Search,39010,1377,1580.49,45,4152.86
2023-11-07,Email,22714,621,37.92,27,2453.75
2023-05-09,Display,115537,545,272.01,6,334.52
2023-09-10,Video,43149,340,296.35,4,267.13
2024-02-21,Paid Social,72521,911,672.34,14,1019.33
2024-05-20,Display,130547,489,237.14,5,306.67
2023-05-06,Video,61093,542,508.72,7,556.74
2023-09-01,Video,37948,262,247.26,4,334.63
2023-06-21,Display,147748,589,268.96,5,278.31
2024-09-19,Display,175457,688,324.64,8,510.57
2024-08-20,Paid Search,54815,1959,2668.82,81,7255.61
2024-04-14,Display,118929,454,242.94,4,262.62
2023-07-14,Display,126095,494,239.72,5,311.79
2024-11-11,Paid Search,87793,3337,3782.37,156,10456.67
2023-04-14,Display,133260,570,280.69,7,388.83
2023-12-05,Email,25491,575,31.72,30,3163.87
2024-08-20,Paid Social,102212,1197,800.74,20,1225.13
2024-09-17,Display,147583,545,259.07,5,276.93
2024-05-04,Video,66688,520,403.55,7,499.1
2023-02-26,Display,109760,492,248.34,5,288.7
2023-04-06,Video,47303,301,250.42,6,381.01
2024-01-24,Video,41213,350,333.81,5,328.54
2023-08-10,Paid Search,56062,1713,1929.0,83,7041.46
2023-08-14,PaidSearch,49961,2088,2485.94,81,5122.58
2023-09-09,Paid Social,100245,1265,911.15,21,1538.54
2024-11-14,Video,66000,471,399.53,7,409.72
2024-01-13,Video,44865,398,361.74,6,449.79
2023-07-23,Video,51982,484,393.67,7,484.26
2023-10-26,Display,169510,736,362.43,7,454.72
2024-09-21,Paid Social,116533,1553,1076.44,34,2363.38
2023-05-14,Video,48972,378,303.15,6,485.27
2023-05-28,Email,12856,380,21.81,14,1096.41
2024-06-22,Video,56094,404,313.08,6,380.73
2023-01-31,Display,111983,441,239.81,4,234.8
2023-03-23,Email,16324,385,21.18,18,1616.74
2024-11-29,Video,84424,669,1051.99,16,1166.74
2024-07-01,Display,110192,490,211.49,4,244.39
2023-07-25,Paid Search,48012,1351,1625.88,54,4676.22
2023-10-24,Paid Social,102254,1279,928.96,23,1566.77
2024-01-31,Email,15436,397,27.4,19,1521.34
2023-11-30,Video,65516,632,529.82,13,972.81
2023-11-12,Paid Social,154280,1580,1059.1,43,2625.38
2024-11-24,Paid Search,96842,3884,4004.86,192,16446.11
2024-11-18,Video,80775,642,524.34,10,707.32
2023-02-11,Email,11120,261,15.01,13,1006.55
2024-03-31,Paid Social,118976,1332,914.37,27,1497.87
2024-09-30,Paid Social,119172,1388,785.24,18,1328.76
2024-03-21,Display,175251,693,364.81,10,603.92
2024-04-05,Video,43774,305,286.83,5,363.82
2023-01-17,Paid Search,46952,1538,1792.77,58,4014.1
2023-01-13,Video,33938,313,269.88,6,500.82
2024-12-05,Email,32858,851,46.86,46,3707.66
2023-08-03,Display,97706,387,217.42,3,170.34
2024-03-29,Paid Social,96778,1378,1198.18,23,1318.08
2023-06-12,Video,37944,320,284.9,5,408.94
2024-10-18,Paid Search,88278,3337,3829.83,162,11734.09
2023-04-20,Display,122271,498,249.27,5,321.39
2023-10-03,Display,157816,554,264.82,5,307.69
2024-11-19,Paid Social,160972,1695,1182.22,33,2228.02
2024-02-04,Paid Search,51432,1856,2210.95,69,6715.88
2024-09-10,Paid Search,77048,2523,3263.37,90,8426.52
2024-05-23,Paid Search,68123,2484,2905.33,112,8696.29
2023-04-10,Email,17401,452,29.38,24,1822.76
2024-07-25,Email,13406,276,18.89,13,1259.98
2023-05-17,Paid Social,85374,1040,701.08,21,1331.32
2023-11-14,Video,55524,415,389.67,8,625.26
2023-06-05,Paid Social,88287,898,655.76,19,1494.61
2024-10-10,Display,153212,647,330.71,7,392.97
2024-08-22,Paid Search,52785,1637,2367.11,74,5582.33
2024-02-07,Video,50836,422,369.2,6,
2024-04-02,Paid Search,64893,2435,3505.95,113,7525.58
2024-09-19,Video,47107,392,330.33,6,391.72
2024-01-22,Paid Social,84563,959,714.7,19,1118.31
2023-05-20,Paid Social,103546,1108,781.14,18,1055.78
2023-03-01,Paid Social,80443,1225,852.97,23,1498.89
2023-03-10,Video,45466,351,302.09,4,316.63
2023-08-12,Paid Social,97851,901,613.75,20,1269.55
2024-10-12,Paid Search,73856,2573,2759.31,119,8944.51
2023-01-03,Paid Social,60503,727,466.01,11,724.85
2024-05-28,Email,21556,509,31.47,29,2637.06
2024-01-15,Paid Search,46688,1399,1740.76,52,3642.33
2023-01-07,Email,11595,267,15.8,12,1035.19
2023-08-14,Paid Social,81856,1111,726.56,23,1505.2
2023-06-21,Paid Search,54101,1958,2430.85,59,4919.21
2024-04-27,Display,185646,684,290.29,8,439.74
